Gm#,Date,Tm,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,Streak,Orig. Scheduled,year,team
1,"Monday, Apr 3",MIL,COL,L,5,7,,0-1,2,1.0,Estevez,Marinez,Holland,3:26,D,43336,-,,2017,MIL
2,"Tuesday, Apr 4",MIL,COL,L,5,6,,0-2,5,1.0,Anderson,Davies,Holland,3:34,N,21458,--,,2017,MIL
3,"Wednesday, Apr 5",MIL,COL,W,6,1,,1-2,4,0.5,Peralta,Chatwood,Feliz,3:03,N,21824,+,,2017,MIL
4,"Thursday, Apr 6",MIL,COL,L,1,2,,1-3,4,1.5,Dunn,Feliz,Holland,3:07,D,23828,-,,2017,MIL
5,"Friday, Apr 7",MIL,CHC,W-wo,2,1,11,2-3,3,1.5,Hughes,Montgomery,,3:58,N,28728,+,,2017,MIL
6,"Saturday, Apr 8",MIL,CHC,L,6,11,,2-4,5,1.5,Hendricks,Marinez,,3:28,N,43080,-,,2017,MIL
7,"Sunday, Apr 9",MIL,CHC,L,4,7,,2-5,5,2.5,Arrieta,Davies,,3:00,D,38483,--,,2017,MIL
17,"Thursday, Apr 20",MIL,STL,W,7,5,,9-8,2,0.5,Davies,Martinez,Barnes,3:08,N,26451,+,,2017,MIL
18,"Friday, Apr 21",MIL,STL,L,3,6,,9-9,3,1.0,Wainwright,Peralta,Oh,2:56,N,23126,-,,2017,MIL
19,"Saturday, Apr 22",MIL,STL,L,1,4,,9-10,3,2.0,Lynn,Torres,Oh,3:16,N,30865,--,,2017,MIL
20,"Sunday, Apr 23",MIL,STL,L,4,6,,9-11,4,2.0,Leake,Nelson,Oh,3:15,D,31158,---,,2017,MIL
21,"Monday, Apr 24",MIL,CIN,W,11,7,,10-11,3,2.0,Torres,Garrett,,3:24,N,23943,+,,2017,MIL
22,"Tuesday, Apr 25",MIL,CIN,W,9,1,,11-11,2,2.0,Davies,Feldman,Milone,2:59,N,28449,++,,2017,MIL
23,"Wednesday, Apr 26",MIL,CIN,W,9,4,,12-11,2,1.0,Peralta,Davis,,2:53,D,19062,+++,,2017,MIL
24,"Friday, Apr 28",MIL,ATL,L,8,10,,12-12,3,1.0,Ramirez,Feliz,Johnson,3:18,N,26453,-,,2017,MIL
25,"Saturday, Apr 29",MIL,ATL,L,3,11,,12-13,3,2.0,Garcia,Nelson,,3:06,N,30026,--,,2017,MIL
26,"Sunday, Apr 30",MIL,ATL,W,4,3,,13-13,2,1.0,Garza,Foltynewicz,Feliz,2:35,D,24395,+,,2017,MIL
33,"Tuesday, May 9",MIL,BOS,W,11,7,,17-16,3,1.5,Torres,Pomeranz,,3:38,N,22524,++,,2017,MIL
34,"Wednesday, May 10",MIL,BOS,W,7,4,,18-16,3,1.5,Scahill,Kendrick,,3:37,N,23095,+++,,2017,MIL
35,"Thursday, May 11",MIL,BOS,L,1,4,,18-17,3,2.0,Kimbrel,Feliz,,3:29,D,26499,-,,2017,MIL
36,"Friday, May 12",MIL,NYM,W,7,4,,19-17,3,1.0,Garza,Harvey,Hughes,3:08,N,28306,+,,2017,MIL
37,"Saturday, May 13",MIL,NYM,W,11,4,,20-17,2,1.0,Davies,Gsellman,,3:27,N,33849,++,,2017,MIL
38,"Sunday, May 14",MIL,NYM,W,11,9,,21-17,2,1.0,Feliz,Reed,Knebel,3:33,D,30623,+++,,2017,MIL
45,"Tuesday, May 23",MIL,TOR,L,3,4,,25-20,1,up 1.5,Barnes,Nelson,Osuna,3:02,N,30742,--,,2017,MIL
46,"Wednesday, May 24",MIL,TOR,L,4,8,,25-21,1,up 0.5,Stroman,Garza,,2:51,D,26607,---,,2017,MIL
47,"Thursday, May 25",MIL,ARI,L,0,4,,25-22,2,0.5,Ray,Davies,,2:45,N,30081,----,,2017,MIL
48,"Friday, May 26",MIL,ARI,L,2,4,10,25-23,2,0.5,McFarland,Peralta,Rodney,3:24,N,25391,-----,,2017,MIL
49,"Saturday, May 27",MIL,ARI,W,6,1,,26-23,1,up 0.5,Anderson,Greinke,,2:52,D,29746,+,,2017,MIL
50,"Sunday, May 28",MIL,ARI,W,9,5,,27-23,1,up 1.5,Nelson,Corbin,Barnes,3:08,D,41698,++,,2017,MIL
55,"Friday, Jun 2",MIL,LAD,L,1,2,12,29-26,1,up 1.5,Jansen,Feliz,,3:57,N,30140,-,,2017,MIL
56,"Saturday, Jun 3",MIL,LAD,L,8,10,,29-27,1,up 1.0,Morrow,Torres,Jansen,4:07,D,34354,--,,2017,MIL
57,"Sunday, Jun 4",MIL,LAD,W,3,0,,30-27,1,up 1.0,Davies,Maeda,Knebel,3:12,D,30330,+,,2017,MIL
58,"Monday, Jun 5",MIL,SFG,L,2,7,,30-28,1,Tied,Samardzija,Scahill,,3:05,N,21452,-,,2017,MIL
59,"Tuesday, Jun 6",MIL,SFG,W,5,2,,31-28,1,Tied,Anderson,Cain,Knebel,2:35,N,21214,+,,2017,MIL
60,"Wednesday, Jun 7",MIL,SFG,W,6,3,,32-28,1,up 1.0,Nelson,Blach,Knebel,2:41,N,20580,++,,2017,MIL
61,"Thursday, Jun 8",MIL,SFG,L,5,9,10,32-29,1,up 1.0,Melancon,Barnes,,4:22,D,23005,-,,2017,MIL
69,"Friday, Jun 16",MIL,SDP,W-wo,6,5,10,37-32,1,up 2.5,Hughes,Buchter,,3:16,N,31161,++++,,2017,MIL
70,"Saturday, Jun 17",MIL,SDP,L,5,7,11,37-33,1,up 2.5,Torres,Drake,Maton,3:46,D,34312,-,,2017,MIL
71,"Sunday, Jun 18",MIL,SDP,W,2,1,,38-33,1,up 2.5,Nelson,Perdomo,,2:37,D,34518,+,,2017,MIL
72,"Monday, Jun 19",MIL,PIT,L,1,8,,38-34,1,up 1.5,Cole,Garza,,3:18,N,25489,-,,2017,MIL
73,"Tuesday, Jun 20",MIL,PIT,L,3,7,,38-35,1,up 0.5,Kuhl,Davies,,3:13,N,23982,--,,2017,MIL
74,"Wednesday, Jun 21",MIL,PIT,W,4,3,,39-35,1,up 1.5,Drake,Hudson,Knebel,3:13,N,25134,+,,2017,MIL
75,"Thursday, Jun 22",MIL,PIT,W,4,2,,40-35,1,up 1.5,Anderson,Nova,Knebel,2:57,D,28428,++,,2017,MIL
82,"Friday, Jun 30",MIL,MIA,W,3,2,,43-39,1,up 2.0,Torres,Phelps,Knebel,3:14,N,35549,++,,2017,MIL
83,"Saturday, Jul 1",MIL,MIA,W,8,4,,44-39,1,up 3.0,Davies,Koehler,,3:01,D,30712,+++,,2017,MIL
84,"Sunday, Jul 2",MIL,MIA,L,3,10,,44-40,1,up 2.0,Straily,Guerra,,3:43,D,33834,-,,2017,MIL
85,"Monday, Jul 3",MIL,BAL,W,8,1,,45-40,1,up 2.5,Suter,Miley,,2:35,D,36457,+,,2017,MIL
86,"Tuesday, Jul 4",MIL,BAL,W,6,2,,46-40,1,up 3.5,Nelson,Jimenez,,2:25,D,31818,++,,2017,MIL
87,"Wednesday, Jul 5",MIL,BAL,W,4,0,,47-40,1,up 3.5,Garza,Aquino,,3:04,N,27734,+++,,2017,MIL
92,"Friday, Jul 14",MIL,PHI,W,9,6,,51-41,1,up 5.5,Davies,Pivetta,Knebel,3:10,N,41941,++,,2017,MIL
93,"Saturday, Jul 15",MIL,PHI,W,3,2,,52-41,1,up 5.5,Barnes,Benoit,Knebel,2:44,N,37950,+++,,2017,MIL
94,"Sunday, Jul 16",MIL,PHI,L,2,5,,52-42,1,up 4.5,Hellickson,Scahill,Neris,3:18,D,41747,-,,2017,MIL
105,"Friday, Jul 28",MIL,CHC,W,2,1,,55-50,2,0.5,Suter,Quintana,Knebel,2:34,N,42574,+,,2017,MIL
106,"Saturday, Jul 29",MIL,CHC,L,1,2,11,55-51,2,1.5,Montgomery,Hughes,Davis,4:05,N,44709,-,,2017,MIL
107,"Sunday, Jul 30",MIL,CHC,L,2,4,,55-52,2,2.5,Lackey,Davies,Davis,2:49,D,44269,--,,2017,MIL
108,"Tuesday, Aug 1",MIL,STL,W,3,2,,56-52,2,2.5,Nelson,Martinez,Knebel,3:01,N,30150,+,,2017,MIL
109,"Wednesday, Aug 2",MIL,STL,L,4,5,,56-53,2,2.5,Weaver,Suter,Rosenthal,2:58,N,34433,-,,2017,MIL
110,"Thursday, Aug 3",MIL,STL,W,2,1,,57-53,2,1.5,Garza,Cecil,Knebel,3:21,D,40170,+,,2017,MIL
116,"Wednesday, Aug 9",MIL,MIN,L,0,4,,59-57,2,1.5,Colon,Woodruff,,3:13,N,30174,----,,2017,MIL
117,"Thursday, Aug 10",MIL,MIN,L,2,7,,59-58,3,2.0,Busenitz,Davies,,3:09,N,33904,-----,,2017,MIL
118,"Friday, Aug 11",MIL,CIN,L,10,11,,59-59,3,3.0,Bailey,Nelson,Iglesias,3:55,N,34517,------,,2017,MIL
119,"Saturday, Aug 12",MIL,CIN,W-wo,6,5,10,60-59,3,2.0,Knebel,Adleman,,3:46,N,38256,+,,2017,MIL
120,"Sunday, Aug 13",MIL,CIN,W,7,4,,61-59,3,2.0,Garza,Romano,Knebel,3:07,D,43248,++,,2017,MIL
121,"Tuesday, Aug 15",MIL,PIT,W,3,1,,62-59,2,1.5,Davies,Nova,Knebel,2:53,N,32605,+++,,2017,MIL
122,"Wednesday, Aug 16",MIL,PIT,W,7,6,,63-59,2,1.5,Swarzak,Nicasio,Knebel,3:06,D,32439,++++,,2017,MIL
132,"Tuesday, Aug 29",MIL,STL,L,2,10,,68-64,2,3.5,Weaver,Garza,,3:33,N,31985,-,,2017,MIL
133,"Wednesday, Aug 30",MIL,STL,W,6,5,,69-64,2,3.5,Anderson,Martinez,Knebel,2:40,D,28964,+,,2017,MIL
134,"Thursday, Aug 31",MIL,WSN,W,6,3,,70-64,2,3.5,Davies,Gonzalez,Knebel,2:50,N,26384,++,,2017,MIL
135,"Friday, Sep 1",MIL,WSN,W,1,0,,71-64,2,3.5,Nelson,Roark,Knebel,2:39,N,40044,+++,,2017,MIL
136,"Saturday, Sep 2",MIL,WSN,L,2,3,,71-65,2,4.5,Madson,Hader,Doolittle,3:01,N,35341,-,,2017,MIL
137,"Sunday, Sep 3",MIL,WSN,W,7,2,,72-65,2,3.5,Jeffress,Jackson,,2:49,D,36937,+,,2017,MIL
144,"Monday, Sep 11",MIL,PIT,L,0,7,,75-69,3,2.5,Brault,Woodruff,,3:03,N,27422,-,,2017,MIL
145,"Tuesday, Sep 12",MIL,PIT,W,5,2,,76-69,3,2.5,Jeffress,Cole,Knebel,3:00,N,30331,+,,2017,MIL
146,"Wednesday, Sep 13",MIL,PIT,W,8,2,,77-69,2,2.5,Anderson,Glasnow,,3:26,N,27436,++,,2017,MIL
147,"Friday, Sep 15",MIL,MIA,W,10,2,,78-69,2,3.0,Hughes,Ellington,,3:23,N,19369,+++,,2017,MIL
148,"Saturday, Sep 16",MIL,MIA,L,4,7,,78-70,2,4.0,Conley,Davies,,3:03,N,25079,-,,2017,MIL
149,"Sunday, Sep 17",MIL,MIA,W,10,3,,79-70,2,4.0,Woodruff,Peters,,3:11,D,24535,+,,2017,MIL
153,"Thursday, Sep 21",MIL,CHC,L,3,5,10,81-72,2,4.5,Davis,Drake,,3:57,N,35114,--,,2017,MIL
154,"Friday, Sep 22",MIL,CHC,L,4,5,10,81-73,3,5.5,Edwards,Knebel,,4:03,N,40116,---,,2017,MIL
155,"Saturday, Sep 23",MIL,CHC,W-wo,4,3,10,82-73,2,4.5,Jeffress,Davis,,3:17,D,44067,+,,2017,MIL
156,"Sunday, Sep 24",MIL,CHC,L,0,5,,82-74,2,5.5,Quintana,Anderson,,2:53,D,42212,-,,2017,MIL
157,"Tuesday, Sep 26",MIL,CIN,W,7,6,,83-74,2,5.0,Hader,McGuire,Knebel,3:19,N,30079,+,,2017,MIL
158,"Wednesday, Sep 27",MIL,CIN,L,0,6,,83-75,2,6.0,Bailey,Woodruff,,3:09,N,34882,-,,2017,MIL
159,"Thursday, Sep 28",MIL,CIN,W,4,3,,84-75,2,6.0,Hughes,Romano,Knebel,2:56,D,30293,+,,2017,MIL
4,"Monday, Apr 2",MIL,STL,L,4,8,,3-1,2,1.0,Mikolas,Davies,,2:59,D,45393,-,,2018,MIL
5,"Tuesday, Apr 3",MIL,STL,W-wo,5,4,,4-1,2,0.5,Jennings,Leone,,3:11,N,27760,+,,2018,MIL
6,"Wednesday, Apr 4",MIL,STL,L,0,6,,4-2,2,0.5,Martinez,Chacin,,2:48,N,27674,-,,2018,MIL
7,"Thursday, Apr 5",MIL,CHC,L,0,8,,4-3,2,1.5,Lester,Suter,,2:52,N,24310,--,,2018,MIL
8,"Friday, Apr 6",MIL,CHC,W-wo,5,4,,5-3,2,1.5,Albers,Montgomery,,3:45,N,37758,+,,2018,MIL
9,"Saturday, Apr 7",MIL,CHC,L,2,5,,5-4,2,1.5,Strop,Barnes,Morrow,3:26,D,43331,-,,2018,MIL
10,"Sunday, Apr 8",MIL,CHC,L,0,3,,5-5,3,2.5,Quintana,Anderson,Morrow,2:41,D,39282,--,,2018,MIL
17,"Monday, Apr 16",MIL,CIN,L,4,10,,8-9,4,3.5,Castillo,Suter,,2:51,N,28677,--,,2018,MIL
18,"Tuesday, Apr 17",MIL,CIN,W,2,0,,9-9,3,2.5,Jennings,Romano,Hader,2:56,N,31345,+,,2018,MIL
19,"Wednesday, Apr 18",MIL,CIN,W,2,0,,10-9,3,2.5,Davies,Mahle,Barnes,2:42,D,27343,++,,2018,MIL
20,"Thursday, Apr 19",MIL,MIA,W,12,3,,11-9,2,1.5,Anderson,Peters,,3:19,N,26087,+++,,2018,MIL
21,"Friday, Apr 20",MIL,MIA,W,8,0,,12-9,2,0.5,Chacin,Richards,,3:17,N,28233,++++,,2018,MIL
22,"Saturday, Apr 21",MIL,MIA,W-wo,6,5,,13-9,1,Tied,Jeffress,Tazawa,,2:57,N,37175,+++++,,2018,MIL
23,"Sunday, Apr 22",MIL,MIA,W,4,2,,14-9,1,Tied,Guerra,Smith,Hader,2:42,D,37015,++++++,,2018,MIL
33,"Friday, May 4",MIL,PIT,L,4,6,,19-14,2,0.5,Kingham,Guerra,Vazquez,3:11,N,32869,-,,2018,MIL
34,"Saturday, May 5",MIL,PIT,W,5,3,,20-14,2,0.5,Hader,Kontos,,3:13,N,32720,+,,2018,MIL
35,"Sunday, May 6",MIL,PIT,L,0,9,,20-15,2,1.5,Kuhl,Anderson,,3:02,D,38285,-,,2018,MIL
36,"Tuesday, May 8",MIL,CLE,W,3,2,,21-15,1,Tied,Suter,Kluber,Hader,2:49,N,35314,+,,2018,MIL
37,"Wednesday, May 9",MIL,CLE,L,2,6,,21-16,2,0.5,Carrasco,Guerra,,2:41,D,26345,-,,2018,MIL
48,"Monday, May 21",MIL,ARI,W,4,2,,29-19,1,up 1.5,Anderson,Greinke,Knebel,2:31,N,27094,+,,2018,MIL
49,"Tuesday, May 22",MIL,ARI,W,1,0,,30-19,1,up 2.5,Albers,Koch,Knebel,2:40,N,27065,++,,2018,MIL
50,"Wednesday, May 23",MIL,ARI,W,9,2,,31-19,1,up 3.0,Suter,Godley,,3:04,D,29237,+++,,2018,MIL
51,"Thursday, May 24",MIL,NYM,L,0,5,,31-20,1,up 3.0,Matz,Davies,,2:56,N,33803,-,,2018,MIL
52,"Friday, May 25",MIL,NYM,W-wo,4,3,10,32-20,1,up 3.0,Jeffress,Gsellman,,3:08,N,28286,+,,2018,MIL
53,"Saturday, May 26",MIL,NYM,W,17,6,,33-20,1,up 4.0,Jennings,Rhame,,3:36,D,37258,++,,2018,MIL
54,"Sunday, May 27",MIL,NYM,W,8,7,,34-20,1,up 4.0,Logan,Blevins,Knebel,2:56,D,39715,+++,,2018,MIL
55,"Monday, May 28",MIL,STL,W,8,3,,35-20,1,up 4.5,Suter,Weaver,,3:03,D,42867,++++,,2018,MIL
56,"Tuesday, May 29",MIL,STL,L,1,6,,35-21,1,up 3.5,Wacha,Davies,,2:41,N,40982,-,,2018,MIL
57,"Wednesday, May 30",MIL,STL,W,3,2,,36-21,1,up 4.5,Jeffress,Tuivailala,Knebel,3:31,D,33133,+,,2018,MIL
66,"Monday, Jun 11",MIL,CHC,L,2,7,11,39-27,2,0.5,Rosario,Albers,,3:54,N,37578,--,,2018,MIL
67,"Tuesday, Jun 12",MIL,CHC,W,4,0,,40-27,1,up 0.5,Anderson,Chatwood,,2:49,N,35459,+,,2018,MIL
68,"Wednesday, Jun 13",MIL,CHC,W,1,0,,41-27,1,up 1.5,Chacin,Montgomery,Knebel,2:54,D,39822,++,,2018,MIL
69,"Friday, Jun 15",MIL,PHI,W,13,2,,42-27,1,up 1.5,Suter,Arrieta,,2:51,N,40945,+++,,2018,MIL
70,"Saturday, Jun 16",MIL,PHI,L,1,4,,42-28,1,up 0.5,Eflin,Guerra,Neris,3:32,D,40531,-,,2018,MIL
71,"Sunday, Jun 17",MIL,PHI,L,9,10,,42-29,1,up 0.5,Hunter,Anderson,Thompson,4:02,D,40985,--,,2018,MIL
74,"Thursday, Jun 21",MIL,STL,W,11,3,,44-30,1,up 1.0,Suter,Martinez,,2:49,N,32764,++,,2018,MIL
75,"Friday, Jun 22",MIL,STL,W-wo,2,1,,45-30,1,up 2.0,Knebel,Norris,,3:19,N,36275,+++,,2018,MIL
76,"Saturday, Jun 23",MIL,STL,L,2,3,,45-31,1,up 2.0,Mikolas,Jeffress,Norris,2:55,D,35551,-,,2018,MIL
77,"Sunday, Jun 24",MIL,STL,L,2,8,,45-32,1,up 2.0,Weaver,Chacin,,3:14,D,39710,--,,2018,MIL
78,"Tuesday, Jun 26",MIL,KCR,W,5,1,,46-32,1,up 2.5,Peralta,Junis,Hader,2:41,N,34412,+,,2018,MIL
79,"Wednesday, Jun 27",MIL,KCR,L,4,5,,46-33,1,up 2.5,Duffy,Suter,Peralta,2:48,D,38436,-,,2018,MIL
84,"Monday, Jul 2",MIL,MIN,W-wo,6,5,10,49-35,1,up 1.0,Knebel,Littell,,3:28,N,31353,+,,2018,MIL
85,"Tuesday, Jul 3",MIL,MIN,W,2,0,,50-35,1,up 1.0,Guerra,Odorizzi,Knebel,2:55,D,32375,++,,2018,MIL
86,"Wednesday, Jul 4",MIL,MIN,W,3,2,,51-35,1,up 1.0,Jeffress,Berrios,Knebel,2:35,D,36700,+++,,2018,MIL
87,"Thursday, Jul 5",MIL,ATL,W,7,2,,52-35,1,up 1.5,Chacin,Fried,Jennings,2:45,N,27557,++++,,2018,MIL
88,"Friday, Jul 6",MIL,ATL,W,5,4,,53-35,1,up 2.5,Peralta,Foltynewicz,Knebel,2:47,N,31452,+++++,,2018,MIL
89,"Saturday, Jul 7",MIL,ATL,L,1,5,,53-36,1,up 1.5,Sanchez,Wilkerson,,3:06,D,38813,-,,2018,MIL
90,"Sunday, Jul 8",MIL,ATL,W,10,3,,54-36,1,up 1.5,Guerra,Newcomb,,3:24,D,43262,+,,2018,MIL
99,"Friday, Jul 20",MIL,LAD,L,4,6,,55-44,2,3.0,Hill,Williams,Jansen,3:07,N,36812,-------,,2018,MIL
100,"Saturday, Jul 21",MIL,LAD,W,4,2,,56-44,2,2.5,Burnes,Kershaw,Knebel,3:15,N,36242,+,,2018,MIL
101,"Sunday, Jul 22",MIL,LAD,L,2,11,,56-45,2,3.5,Wood,Suter,Ferguson,2:59,D,38249,-,,2018,MIL
102,"Monday, Jul 23",MIL,WSN,W,6,1,,57-45,2,2.5,Chacin,Gonzalez,,3:20,N,26073,+,,2018,MIL
103,"Tuesday, Jul 24",MIL,WSN,W-wo,5,4,10,58-45,2,1.5,Jennings,Grace,,3:33,N,33990,++,,2018,MIL
104,"Wednesday, Jul 25",MIL,WSN,L,3,7,,58-46,2,2.5,Roark,Peralta,,2:24,D,37586,-,,2018,MIL
113,"Friday, Aug 3",MIL,COL,W-wo,5,3,,64-49,2,1.0,Burnes,Davis,,2:46,N,37751,+,,2018,MIL
114,"Saturday, Aug 4",MIL,COL,W,8,4,,65-49,2,1.0,Peralta,Anderson,Hader,3:09,N,40524,++,,2018,MIL
115,"Sunday, Aug 5",MIL,COL,L,4,5,11,65-50,2,1.0,Oberg,Knebel,Oh,3:35,D,37954,-,,2018,MIL
116,"Tuesday, Aug 7",MIL,SDP,L,5,11,,65-51,2,2.5,Strahm,Hader,,3:23,N,27664,--,,2018,MIL
117,"Wednesday, Aug 8",MIL,SDP,W,8,4,,66-51,2,1.5,Chacin,Kennedy,,2:55,N,32355,+,,2018,MIL
118,"Thursday, Aug 9",MIL,SDP,L,4,8,,66-52,2,2.0,Yates,Knebel,,3:14,D,39041,-,,2018,MIL
127,"Monday, Aug 20",MIL,CIN,W,5,2,,70-57,2,3.0,Anderson,Bailey,Jeffress,2:38,N,27590,++,,2018,MIL
128,"Tuesday, Aug 21",MIL,CIN,L,7,9,,70-58,3,3.0,Iglesias,Jennings,,3:22,N,29467,-,,2018,MIL
129,"Wednesday, Aug 22",MIL,CIN,W,4,0,,71-58,3,3.0,Peralta,Stephenson,Jeffress,2:56,D,33058,+,,2018,MIL
130,"Friday, Aug 24",MIL,PIT,W-wo,7,6,15,72-58,3,3.5,Lyles,Holmes,,5:36,N,32694,++,,2018,MIL
131,"Saturday, Aug 25",MIL,PIT,L,1,9,,72-59,3,4.5,Taillon,Chacin,,3:01,N,40622,-,,2018,MIL
132,"Sunday, Aug 26",MIL,PIT,W,7,4,,73-59,3,4.5,Anderson,Archer,Jeffress,2:59,D,39607,+,,2018,MIL
139,"Monday, Sep 3",MIL,CHC,W-wo,4,3,,78-61,2,4.0,Jeffress,Cishek,,3:13,D,44462,++,,2018,MIL
140,"Tuesday, Sep 4",MIL,CHC,W,11,1,,79-61,2,3.0,Miley,Montgomery,,3:20,N,37269,+++,,2018,MIL
141,"Wednesday, Sep 5",MIL,CHC,L,4,6,,79-62,2,4.0,Quintana,Chacin,Strop,3:14,N,37427,-,,2018,MIL
142,"Friday, Sep 7",MIL,SFG,W,4,2,,80-62,2,4.0,Hader,Strickland,Jeffress,2:51,N,30916,+,,2018,MIL
143,"Saturday, Sep 8",MIL,SFG,W,4,3,,81-62,2,2.5,Gonzalez,Stratton,Jeffress,2:53,N,40686,++,,2018,MIL
144,"Sunday, Sep 9",MIL,SFG,W,6,3,,82-62,2,2.0,Burnes,Bumgarner,Knebel,2:52,D,35388,+++,,2018,MIL
148,"Friday, Sep 14",MIL,PIT,W,7,4,,85-63,2,1.5,Burnes,Archer,Jeffress,3:28,N,39482,++,,2018,MIL
149,"Saturday, Sep 15",MIL,PIT,L,1,3,,85-64,2,2.5,Nova,Davies,Vazquez,3:03,N,37358,-,,2018,MIL
150,"Sunday, Sep 16",MIL,PIT,L,2,3,,85-65,2,2.5,Williams,Chacin,Vazquez,2:57,D,32180,--,,2018,MIL
151,"Monday, Sep 17",MIL,CIN,W,8,0,,86-65,2,2.5,Miley,DeSclafani,Woodruff,2:41,N,32145,+,,2018,MIL
152,"Tuesday, Sep 18",MIL,CIN,L,1,3,,86-66,2,3.5,Romano,Anderson,Iglesias,2:54,N,30366,-,,2018,MIL
153,"Wednesday, Sep 19",MIL,CIN,W,7,0,,87-66,2,2.5,Gonzalez,Harvey,,2:39,N,33443,+,,2018,MIL
160,"Friday, Sep 28",MIL,DET,W,6,5,,93-67,2,1.0,Soria,Alcantara,Jeffress,3:07,N,44770,+++++,,2018,MIL
161,"Saturday, Sep 29",MIL,DET,W,6,5,,94-67,1,Tied,Soria,Stumpf,Jeffress,3:24,N,45520,++++++,,2018,MIL
162,"Sunday, Sep 30",MIL,DET,W,11,0,,95-67,1,Tied,Gonzalez,Turnbull,,3:15,D,41848,+++++++,,2018,MIL
1,"Thursday, Mar 28",MIL,STL,W,5,4,,1-0,1,Tied,Chacin,Mikolas,Hader,2:36,D,45304,+,,2019,MIL
2,"Friday, Mar 29",MIL,STL,L,5,9,,1-1,3,0.5,Gant,Williams,,3:41,N,30157,-,,2019,MIL
3,"Saturday, Mar 30",MIL,STL,W,4,2,,2-1,1,Tied,Woodruff,Hudson,Hader,3:07,N,36655,+,,2019,MIL
4,"Sunday, Mar 31",MIL,STL,W-wo,5,4,,3-1,1,up 1.0,Barnes,Hicks,,2:54,D,35042,++,,2019,MIL
8,"Friday, Apr 5",MIL,CHC,W,13,10,,7-1,1,up 3.0,Anderson,Quintana,,3:36,N,34926,++++++,,2019,MIL
9,"Saturday, Apr 6",MIL,CHC,L,8,14,,7-2,1,up 2.0,Hamels,Burnes,,3:54,N,42790,-,,2019,MIL
10,"Sunday, Apr 7",MIL,CHC,W,4,2,,8-2,1,up 2.0,Davies,Hendricks,Hader,3:04,D,40322,+,,2019,MIL
17,"Monday, Apr 15",MIL,STL,W,10,7,,11-6,1,up 1.5,Guerra,Mayers,,3:51,N,28199,+,,2019,MIL
18,"Tuesday, Apr 16",MIL,STL,W,8,4,,12-6,1,up 1.5,Woodruff,Flaherty,,3:13,N,30260,++,,2019,MIL
19,"Wednesday, Apr 17",MIL,STL,L,3,6,,12-7,1,up 0.5,Wacha,Burnes,Hicks,2:55,D,29817,-,,2019,MIL
20,"Thursday, Apr 18",MIL,LAD,L,1,3,,12-8,1,Tied,Urias,Albers,Jansen,3:02,N,33281,--,,2019,MIL
21,"Friday, Apr 19",MIL,LAD,L,3,5,,12-9,2,1.0,Baez,Hader,Jansen,3:47,N,36776,---,,2019,MIL
22,"Saturday, Apr 20",MIL,LAD,W,5,0,,13-9,2,1.0,Anderson,Ryu,,2:51,N,40402,+,,2019,MIL
23,"Sunday, Apr 21",MIL,LAD,L,5,6,,13-10,2,1.0,Jansen,Hader,,3:13,D,32054,-,,2019,MIL
30,"Monday, Apr 29",MIL,COL,W,5,1,,16-14,2,3.0,Davies,Freeland,,2:38,N,23356,+,,2019,MIL
31,"Tuesday, Apr 30",MIL,COL,W,4,3,,17-14,2,3.0,Chacin,Marquez,Hader,2:22,N,25673,++,,2019,MIL
32,"Wednesday, May 1",MIL,COL,L,4,11,,17-15,3,4.0,Estevez,Burnes,,3:44,N,28780,-,,2019,MIL
33,"Thursday, May 2",MIL,COL,L,6,11,,17-16,3,4.0,Gray,Peralta,,3:24,D,21319,--,,2019,MIL
34,"Friday, May 3",MIL,NYM,W,3,1,,18-16,3,3.0,Woodruff,Matz,Hader,3:01,N,32550,+,,2019,MIL
35,"Saturday, May 4",MIL,NYM,W-wo,4,3,18,19-16,3,2.0,Williams,Flexen,,5:22,N,39565,++,,2019,MIL
36,"Sunday, May 5",MIL,NYM,W,3,2,,20-16,3,1.5,Davies,Vargas,Hader,2:39,D,36016,+++,,2019,MIL
37,"Monday, May 6",MIL,WSN,W,5,3,,21-16,3,1.0,Claudio,Jennings,Guerra,3:33,N,29299,++++,,2019,MIL
38,"Tuesday, May 7",MIL,WSN,W,6,0,,22-16,2,0.5,Peralta,Strasburg,,3:00,N,31023,+++++,,2019,MIL
39,"Wednesday, May 8",MIL,WSN,W,7,3,,23-16,2,0.5,Woodruff,Hellickson,Hader,3:24,D,30333,++++++,,2019,MIL
50,"Tuesday, May 21",MIL,CIN,L,0,3,,28-22,2,2.0,Gray,Gonzalez,Iglesias,2:39,N,36829,-,,2019,MIL
51,"Wednesday, May 22",MIL,CIN,W,11,9,,29-22,2,2.0,Guerra,Peralta,Hader,3:48,D,35330,+,,2019,MIL
52,"Friday, May 24",MIL,PHI,L,4,6,,29-23,2,1.5,Velasquez,Peralta,Neris,3:23,N,40254,-,,2019,MIL
53,"Saturday, May 25",MIL,PHI,L,2,7,,29-24,2,2.5,Arrieta,Chacin,,2:52,D,42475,--,,2019,MIL
54,"Sunday, May 26",MIL,PHI,W,9,1,,30-24,2,1.5,Woodruff,Eflin,,2:49,D,44174,+,,2019,MIL
